"mixture","Replication","Dilution","Response","celltype","phenotype"
"RFD-L","1",0.1,1.14450867052023,"iCell Neurons","Cell Number"
"AC50-L","2",0.1,0.930635838150289,"iCell Neurons","Cell Number"
"POD-L","2",0.1,0.907514450867052,"iCell Neurons","Cell Number"
"RFD-H","2",0.1,0.757225433526012,"iCell Neurons","Cell Number"
"Expo-H","2",0.1,0.947976878612717,"iCell Neurons","Cell Number"
"Expo-L","2",0.1,0.895953757225434,"iCell Neurons","Cell Number"
"AC50-H","2",0.1,0,"iCell Neurons","Cell Number"
"POD-H","2",0.1,0,"iCell Neurons","Cell Number"
"RFD-L","2",0.1,0.716763005780347,"iCell Neurons","Cell Number"
"AC50-L","3",0.1,0.895953757225434,"iCell Neurons","Cell Number"
"POD-L","3",0.1,0.791907514450867,"iCell Neurons","Cell Number"
"RFD-H","3",0.1,1.11560693641619,"iCell Neurons","Cell Number"
"Expo-H","3",0.1,0.890173410404624,"iCell Neurons","Cell Number"
"Expo-L","3",0.1,0.890173410404624,"iCell Neurons","Cell Number"
"AC50-H","3",0.1,0,"iCell Neurons","Cell Number"
"POD-H","3",0.1,0,"iCell Neurons","Cell Number"
"RFD-L","3",0.1,0.872832369942197,"iCell Neurons","Cell Number"
"AC50-L","4",0.1,1.00150829562594,"iCell Neurons","Cell Number"
"POD-L","4",0.1,1.02564102564103,"iCell Neurons","Cell Number"
"RFD-H","4",0.1,0.995475113122172,"iCell Neurons","Cell Number"
"Expo-H","4",0.1,0.89894419306184,"iCell Neurons","Cell Number"
"Expo-L","4",0.1,1.18250377073906,"iCell Neurons","Cell Number"
"AC50-H","4",0.1,0,"iCell Neurons","Cell Number"
"POD-H","4",0.1,0,"iCell Neurons","Cell Number"
"RFD-L","4",0.1,1.08597285067873,"iCell Neurons","Cell Number"
"AC50-L","5",0.1,0.645550527903469,"iCell Neurons","Cell Number"
"POD-L","5",0.1,0.796380090497738,"iCell Neurons","Cell Number"
"RFD-H","5",0.1,0.669683257918552,"iCell Neurons","Cell Number"
"Expo-H","5",0.1,0.98340874811463,"iCell Neurons","Cell Number"
"Expo-L","5",0.1,0.959276018099548,"iCell Neurons","Cell Number"
"AC50-H","5",0.1,0,"iCell Neurons","Cell Number"
"POD-H","5",0.1,0,"iCell Neurons","Cell Number"
"RFD-L","5",0.1,1.07390648567119,"iCell Neurons","Cell Number"
"AC50-L","6",0.1,1.07390648567119,"iCell Neurons","Cell Number"
"POD-L","6",0.1,1.0316742081448,"iCell Neurons","Cell Number"
"RFD-H","6",0.1,0.995475113122172,"iCell Neurons","Cell Number"
"Expo-H","6",0.1,1.00754147812971,"iCell Neurons","Cell Number"
"Expo-L","6",0.1,1.07390648567119,"iCell Neurons","Cell Number"
"AC50-H","6",0.1,0,"iCell Neurons","Cell Number"
"POD-H","6",0.1,0,"iCell Neurons","Cell Number"
"RFD-L","6",0.1,1.04977375565611,"iCell Neurons","Cell Number"
"AC50-L","1",1,0.705202312138728,"iCell Neurons","Cell Number"
"POD-L","1",1,0,"iCell Neurons","Cell Number"
"RFD-H","1",1,0.930635838150289,"iCell Neurons","Cell Number"
"Expo-H","1",1,0.878612716763006,"iCell Neurons","Cell Number"
"Expo-L","1",1,0.971098265895954,"iCell Neurons","Cell Number"
"AC50-H","1",1,0.00578034682080925,"iCell Neurons","Cell Number"
"POD-H","1",1,0,"iCell Neurons","Cell Number"
"RFD-L","1",1,0.994219653179191,"iCell Neurons","Cell Number"
"AC50-L","2",1,0.803468208092486,"iCell Neurons","Cell Number"
"POD-L","2",1,0,"iCell Neurons","Cell Number"
"RFD-H","2",1,0.791907514450867,"iCell Neurons","Cell Number"
"Expo-H","2",1,0.832369942196532,"iCell Neurons","Cell Number"
"Expo-L","2",1,0.895953757225434,"iCell Neurons","Cell Number"
"AC50-H","2",1,0,"iCell Neurons","Cell Number"
"POD-H","2",1,0,"iCell Neurons","Cell Number"
"RFD-L","2",1,1.02312138728324,"iCell Neurons","Cell Number"
"AC50-L","3",1,1.01156069364162,"iCell Neurons","Cell Number"
"POD-L","3",1,0,"iCell Neurons","Cell Number"
"RFD-H","3",1,0.953757225433526,"iCell Neurons","Cell Number"
"Expo-H","3",1,0.774566473988439,"iCell Neurons","Cell Number"
"Expo-L","3",1,0.936416184971098,"iCell Neurons","Cell Number"
"AC50-H","3",1,0,"iCell Neurons","Cell Number"
"POD-H","3",1,0,"iCell Neurons","Cell Number"
"RFD-L","3",1,1.14450867052023,"iCell Neurons","Cell Number"
"AC50-L","4",1,0.868778280542987,"iCell Neurons","Cell Number"
"POD-L","4",1,0,"iCell Neurons","Cell Number"
"RFD-H","4",1,0.89894419306184,"iCell Neurons","Cell Number"
"Expo-H","4",1,1.0316742081448,"iCell Neurons","Cell Number"
"Expo-L","4",1,1.07390648567119,"iCell Neurons","Cell Number"
"AC50-H","4",1,0,"iCell Neurons","Cell Number"
"POD-H","4",1,0,"iCell Neurons","Cell Number"
"RFD-L","4",1,1.14027149321267,"iCell Neurons","Cell Number"
"AC50-L","5",1,0.784313725490196,"iCell Neurons","Cell Number"
"POD-L","5",1,0,"iCell Neurons","Cell Number"
"RFD-H","5",1,0.82051282051282,"iCell Neurons","Cell Number"
"Expo-H","5",1,0.874811463046757,"iCell Neurons","Cell Number"
"Expo-L","5",1,1.06184012066365,"iCell Neurons","Cell Number"
"AC50-H","5",1,0,"iCell Neurons","Cell Number"
"POD-H","5",1,0,"iCell Neurons","Cell Number"
"RFD-L","5",1,1.04977375565611,"iCell Neurons","Cell Number"
"AC50-L","6",1,0.941176470588235,"iCell Neurons","Cell Number"
"POD-L","6",1,0,"iCell Neurons","Cell Number"
"RFD-H","6",1,0.971342383107089,"iCell Neurons","Cell Number"
"Expo-H","6",1,1.07390648567119,"iCell Neurons","Cell Number"
"Expo-L","6",1,1.02564102564103,"iCell Neurons","Cell Number"
"AC50-H","6",1,0,"iCell Neurons","Cell Number"
"POD-H","6",1,0,"iCell Neurons","Cell Number"
"RFD-L","6",1,0.82051282051282,"iCell Neurons","Cell Number"
"AC50-L","1",0.0001,0.815010260920551,"iCell Neurons","Cell with Significant Growth"
"POD-L","1",0.0001,0.79742011140428,"iCell Neurons","Cell with Significant Growth"
"RFD-H","1",0.0001,1.06127235414834,"iCell Neurons","Cell with Significant Growth"
"Expo-H","1",0.0001,0.967458223394899,"iCell Neurons","Cell with Significant Growth"
"Expo-L","1",0.0001,0.832600410436822,"iCell Neurons","Cell with Significant Growth"
"AC50-H","1",0.0001,1.00263852242744,"iCell Neurons","Cell with Significant Growth"
"POD-H","1",0.0001,0.861917326297273,"iCell Neurons","Cell with Significant Growth"
"RFD-L","1",0.0001,0.944004690706538,"iCell Neurons","Cell with Significant Growth"
"AC50-L","2",0.0001,0.932277924362357,"iCell Neurons","Cell with Significant Growth"
"POD-L","2",0.0001,0.832600410436822,"iCell Neurons","Cell with Significant Growth"
"RFD-H","2",0.0001,0.908824391673996,"iCell Neurons","Cell with Significant Growth"
"Expo-H","2",0.0001,0.914687774846086,"iCell Neurons","Cell with Significant Growth"
"Expo-L","2",0.0001,0.873644092641454,"iCell Neurons","Cell with Significant Growth"
"AC50-H","2",0.0001,0.902961008501906,"iCell Neurons","Cell with Significant Growth"
"POD-H","2",0.0001,1.02022867194371,"iCell Neurons","Cell with Significant Growth"
"RFD-L","2",0.0001,0.885370858985635,"iCell Neurons","Cell with Significant Growth"
"AC50-L","3",0.0001,0.99091175608326,"iCell Neurons","Cell with Significant Growth"
"POD-L","3",0.0001,0.932277924362357,"iCell Neurons","Cell with Significant Growth"
"RFD-H","3",0.0001,1.04954558780416,"iCell Neurons","Cell with Significant Growth"
"Expo-H","3",0.0001,0.99677513925535,"iCell Neurons","Cell with Significant Growth"
"Expo-L","3",0.0001,0.961594840222809,"iCell Neurons","Cell with Significant Growth"
"AC50-H","3",0.0001,0.79742011140428,"iCell Neurons","Cell with Significant Growth"
"POD-H","3",0.0001,0.920551158018177,"iCell Neurons","Cell with Significant Growth"
"RFD-L","3",0.0001,0.973321606566989,"iCell Neurons","Cell with Significant Growth"
"AC50-L","4",0.0001,1.01612412534226,"iCell Neurons","Cell with Significant Growth"
"POD-L","4",0.0001,1.05263157894737,"iCell Neurons","Cell with Significant Growth"
"RFD-H","4",0.0001,0.973532096136295,"iCell Neurons","Cell with Significant Growth"
"Expo-H","4",0.0001,0.930940066930332,"iCell Neurons","Cell with Significant Growth"
"Expo-L","4",0.0001,1.08305445695163,"iCell Neurons","Cell with Significant Growth"
"AC50-H","4",0.0001,0.888348037724369,"iCell Neurons","Cell with Significant Growth"
"POD-H","4",0.0001,0.882263462123517,"iCell Neurons","Cell with Significant Growth"
"RFD-L","4",0.0001,1.05263157894737,"iCell Neurons","Cell with Significant Growth"
"AC50-L","5",0.0001,1.21691512017037,"iCell Neurons","Cell with Significant Growth"
"POD-L","5",0.0001,1.11956191055674,"iCell Neurons","Cell with Significant Growth"
"RFD-H","5",0.0001,0.937024642531184,"iCell Neurons","Cell with Significant Growth"
"Expo-H","5",0.0001,1.01003954974141,"iCell Neurons","Cell with Significant Growth"
"Expo-L","5",0.0001,0.961362944934591,"iCell Neurons","Cell with Significant Growth"
"AC50-H","5",0.0001,0.85792515972011,"iCell Neurons","Cell with Significant Growth"
"POD-H","5",0.0001,1.08305445695163,"iCell Neurons","Cell with Significant Growth"
"RFD-L","5",0.0001,0.979616671737147,"iCell Neurons","Cell with Significant Growth"
"AC50-L","6",0.0001,0.955278369333739,"iCell Neurons","Cell with Significant Growth"
"POD-L","6",0.0001,0.979616671737147,"iCell Neurons","Cell with Significant Growth"
"RFD-H","6",0.0001,0.882263462123517,"iCell Neurons","Cell with Significant Growth"
"Expo-H","6",0.0001,0.92485549132948,"iCell Neurons","Cell with Significant Growth"
"Expo-L","6",0.0001,0.92485549132948,"iCell Neurons","Cell with Significant Growth"
"AC50-H","6",0.0001,0.979616671737147,"iCell Neurons","Cell with Significant Growth"
"POD-H","6",0.0001,1.03437785214481,"iCell Neurons","Cell with Significant Growth"
"RFD-L","6",0.0001,1.07088530574992,"iCell Neurons","Cell with Significant Growth"
"AC50-L","1",0.001,0.838463793608912,"iCell Neurons","Cell with Significant Growth"
"POD-L","1",0.001,0.832600410436822,"iCell Neurons","Cell with Significant Growth"
"RFD-H","1",0.001,0.779829961888009,"iCell Neurons","Cell with Significant Growth"
"Expo-H","1",0.001,0.850190559953093,"iCell Neurons","Cell with Significant Growth"
"Expo-L","1",0.001,1.03195543828789,"iCell Neurons","Cell with Significant Growth"
"AC50-H","1",0.001,0.0058633831720903,"iCell Neurons","Cell with Significant Growth"
"POD-H","1",0.001,1.0260920551158,"iCell Neurons","Cell with Significant Growth"
"RFD-L","1",0.001,0.79155672823219,"iCell Neurons","Cell with Significant Growth"
"AC50-L","2",0.001,0.762239812371738,"iCell Neurons","Cell with Significant Growth"
"POD-L","2",0.001,0.79155672823219,"iCell Neurons","Cell with Significant Growth"
"RFD-H","2",0.001,0.891234242157725,"iCell Neurons","Cell with Significant Growth"
"Expo-H","2",0.001,0.79742011140428,"iCell Neurons","Cell with Significant Growth"
"Expo-L","2",0.001,0.908824391673996,"iCell Neurons","Cell with Significant Growth"
"AC50-H","2",0.001,0,"iCell Neurons","Cell with Significant Growth"
"POD-H","2",0.001,0.99091175608326,"iCell Neurons","Cell with Significant Growth"
"RFD-L","2",0.001,1.03195543828789,"iCell Neurons","Cell with Significant Growth"
"AC50-L","3",0.001,0.938141307534447,"iCell Neurons","Cell with Significant Growth"
"POD-L","3",0.001,0.99091175608326,"iCell Neurons","Cell with Significant Growth"
"RFD-H","3",0.001,0.979184989739079,"iCell Neurons","Cell with Significant Growth"
"Expo-H","3",0.001,1.05540897097625,"iCell Neurons","Cell with Significant Growth"
"Expo-L","3",0.001,0.826737027264732,"iCell Neurons","Cell with Significant Growth"
"AC50-H","3",0.001,0.375256523013779,"iCell Neurons","Cell with Significant Growth"
"POD-H","3",0.001,0.0175901495162709,"iCell Neurons","Cell with Significant Growth"
"RFD-L","3",0.001,0.979184989739079,"iCell Neurons","Cell with Significant Growth"
"AC50-L","4",0.001,0.894432613325221,"iCell Neurons","Cell with Significant Growth"
"POD-L","4",0.001,1.05263157894737,"iCell Neurons","Cell with Significant Growth"
"RFD-H","4",0.001,0.85792515972011,"iCell Neurons","Cell with Significant Growth"
"Expo-H","4",0.001,0.937024642531184,"iCell Neurons","Cell with Significant Growth"
"Expo-L","4",0.001,1.07696988135078,"iCell Neurons","Cell with Significant Growth"
"AC50-H","4",0.001,0.255552175235777,"iCell Neurons","Cell with Significant Growth"
"POD-H","4",0.001,0.99178582293885,"iCell Neurons","Cell with Significant Growth"
"RFD-L","4",0.001,1.08305445695163,"iCell Neurons","Cell with Significant Growth"
"AC50-L","5",0.001,1.06480073014907,"iCell Neurons","Cell with Significant Growth"
"POD-L","5",0.001,0.943109218132035,"iCell Neurons","Cell with Significant Growth"
"RFD-H","5",0.001,0.876178886522665,"iCell Neurons","Cell with Significant Growth"
"Expo-H","5",0.001,0.839671432917554,"iCell Neurons","Cell with Significant Growth"
"Expo-L","5",0.001,1.05871615454822,"iCell Neurons","Cell with Significant Growth"
"AC50-H","5",0.001,0.206875570428963,"iCell Neurons","Cell with Significant Growth"
"POD-H","5",0.001,1.07088530574992,"iCell Neurons","Cell with Significant Growth"
"RFD-L","5",0.001,1.03437785214481,"iCell Neurons","Cell with Significant Growth"
"AC50-L","6",0.001,1.01612412534226,"iCell Neurons","Cell with Significant Growth"
"POD-L","6",0.001,1.00395497414055,"iCell Neurons","Cell with Significant Growth"
"RFD-H","6",0.001,0.870094310921813,"iCell Neurons","Cell with Significant Growth"
"Expo-H","6",0.001,0.784910252509887,"iCell Neurons","Cell with Significant Growth"
"Expo-L","6",0.001,1.08913903255248,"iCell Neurons","Cell with Significant Growth"
"AC50-H","6",0.001,0.900517188926072,"iCell Neurons","Cell with Significant Growth"
"POD-H","6",0.001,0.955278369333739,"iCell Neurons","Cell with Significant Growth"
"RFD-L","6",0.001,1.08305445695163,"iCell Neurons","Cell with Significant Growth"
"AC50-L","1",0.1,0.779829961888009,"iCell Neurons","Cell with Significant Growth"
"POD-L","1",0.1,0.914687774846086,"iCell Neurons","Cell with Significant Growth"
"RFD-H","1",0.1,0.955731457050718,"iCell Neurons","Cell with Significant Growth"
"Expo-H","1",0.1,0.944004690706538,"iCell Neurons","Cell with Significant Growth"
"Expo-L","1",0.1,0.98504837291117,"iCell Neurons","Cell with Significant Growth"
"AC50-H","1",0.1,0,"iCell Neurons","Cell with Significant Growth"
"POD-H","1",0.1,0,"iCell Neurons","Cell with Significant Growth"
"RFD-L","1",0.1,1.15508648490179,"iCell Neurons","Cell with Significant Growth"
"AC50-L","2",0.01,0.902961008501906,"iCell Neurons","Cell with Significant Growth"
"POD-L","2",0.01,0.815010260920551,"iCell Neurons","Cell with Significant Growth"
"RFD-H","2",0.01,0.920551158018177,"iCell Neurons","Cell with Significant Growth"
"Expo-H","2",0.01,0.885370858985635,"iCell Neurons","Cell with Significant Growth"
"Expo-L","2",0.01,0.944004690706538,"iCell Neurons","Cell with Significant Growth"
"AC50-H","2",0.01,0,"iCell Neurons","Cell with Significant Growth"
"POD-H","2",0.01,0,"iCell Neurons","Cell with Significant Growth"
"RFD-L","2",0.01,0.932277924362357,"iCell Neurons","Cell with Significant Growth"
"AC50-L","3",0.01,0.967458223394899,"iCell Neurons","Cell with Significant Growth"
"POD-L","3",0.01,0.949868073878628,"iCell Neurons","Cell with Significant Growth"
"RFD-H","3",0.01,0.873644092641454,"iCell Neurons","Cell with Significant Growth"
"Expo-H","3",0.01,0.0820873644092642,"iCell Neurons","Cell with Significant Growth"
"Expo-L","3",0.01,1.00263852242744,"iCell Neurons","Cell with Significant Growth"
"AC50-H","3",0.01,0,"iCell Neurons","Cell with Significant Growth"
"POD-H","3",0.01,0,"iCell Neurons","Cell with Significant Growth"
"RFD-L","3",0.01,1.04954558780416,"iCell Neurons","Cell with Significant Growth"
"AC50-L","4",0.01,0.894432613325221,"iCell Neurons","Cell with Significant Growth"
"POD-L","4",0.01,0.985701247337998,"iCell Neurons","Cell with Significant Growth"
"RFD-H","4",0.01,1.06480073014907,"iCell Neurons","Cell with Significant Growth"
"Expo-H","4",0.01,0.973532096136295,"iCell Neurons","Cell with Significant Growth"
"Expo-L","4",0.01,0.985701247337998,"iCell Neurons","Cell with Significant Growth"
"AC50-H","4",0.01,0,"iCell Neurons","Cell with Significant Growth"
"POD-H","4",0.01,0.46242774566474,"iCell Neurons","Cell with Significant Growth"
"RFD-L","4",0.01,0.949193793732887,"iCell Neurons","Cell with Significant Growth"
"AC50-L","5",0.01,0.912686340127776,"iCell Neurons","Cell with Significant Growth"
"POD-L","5",0.01,0.870094310921813,"iCell Neurons","Cell with Significant Growth"
"RFD-H","5",0.01,1.07088530574992,"iCell Neurons","Cell with Significant Growth"
"Expo-H","5",0.01,0.961362944934591,"iCell Neurons","Cell with Significant Growth"
"Expo-L","5",0.01,0.918770915728628,"iCell Neurons","Cell with Significant Growth"
"AC50-H","5",0.01,0,"iCell Neurons","Cell with Significant Growth"
"POD-H","5",0.01,0.13386066321874,"iCell Neurons","Cell with Significant Growth"
"RFD-L","5",0.01,0.943109218132035,"iCell Neurons","Cell with Significant Growth"
"AC50-L","6",0.01,1.06480073014907,"iCell Neurons","Cell with Significant Growth"
"POD-L","6",0.01,0.92485549132948,"iCell Neurons","Cell with Significant Growth"
"RFD-H","6",0.01,0.955278369333739,"iCell Neurons","Cell with Significant Growth"
"Expo-H","6",0.01,0.943109218132035,"iCell Neurons","Cell with Significant Growth"
"Expo-L","6",0.01,1.01003954974141,"iCell Neurons","Cell with Significant Growth"
"AC50-H","6",0.01,0,"iCell Neurons","Cell with Significant Growth"
"POD-H","6",0.01,0,"iCell Neurons","Cell with Significant Growth"
"RFD-L","6",0.01,0.864009735320961,"iCell Neurons","Cell with Significant Growth"
"AC50-L","1",0.1,0.779829961888009,"iCell Neurons","Cell with Significant Growth"
"POD-L","1",0.1,0.914687774846086,"iCell Neurons","Cell with Significant Growth"
"RFD-H","1",0.1,0.955731457050718,"iCell Neurons","Cell with Significant Growth"
"Expo-H","1",0.1,0.944004690706538,"iCell Neurons","Cell with Significant Growth"
"Expo-L","1",0.1,0.98504837291117,"iCell Neurons","Cell with Significant Growth"
"AC50-H","1",0.1,0,"iCell Neurons","Cell with Significant Growth"
"POD-H","1",0.1,0,"iCell Neurons","Cell with Significant Growth"
"RFD-L","1",0.1,1.15508648490179,"iCell Neurons","Cell with Significant Growth"
"AC50-L","2",0.1,0.944004690706538,"iCell Neurons","Cell with Significant Growth"
"POD-L","2",0.1,0.891234242157725,"iCell Neurons","Cell with Significant Growth"
"RFD-H","2",0.1,0.756376429199648,"iCell Neurons","Cell with Significant Growth"
"Expo-H","2",0.1,0.938141307534447,"iCell Neurons","Cell with Significant Growth"
"Expo-L","2",0.1,0.908824391673996,"iCell Neurons","Cell with Significant Growth"
"AC50-H","2",0.1,0,"iCell Neurons","Cell with Significant Growth"
"POD-H","2",0.1,0,"iCell Neurons","Cell with Significant Growth"
"RFD-L","2",0.1,0.709469363822926,"iCell Neurons","Cell with Significant Growth"
"AC50-L","3",0.1,0.902961008501906,"iCell Neurons","Cell with Significant Growth"
"POD-L","3",0.1,0.79742011140428,"iCell Neurons","Cell with Significant Growth"
"RFD-H","3",0.1,1.11990618586925,"iCell Neurons","Cell with Significant Growth"
"Expo-H","3",0.1,0.902961008501906,"iCell Neurons","Cell with Significant Growth"
"Expo-L","3",0.1,0.885370858985635,"iCell Neurons","Cell with Significant Growth"
"AC50-H","3",0.1,0,"iCell Neurons","Cell with Significant Growth"
"POD-H","3",0.1,0,"iCell Neurons","Cell with Significant Growth"
"RFD-L","3",0.1,0.879507475813544,"iCell Neurons","Cell with Significant Growth"
"AC50-L","4",0.1,1.01003954974141,"iCell Neurons","Cell with Significant Growth"
"POD-L","4",0.1,1.01612412534226,"iCell Neurons","Cell with Significant Growth"
"RFD-H","4",0.1,1.00395497414055,"iCell Neurons","Cell with Significant Growth"
"Expo-H","4",0.1,0.900517188926072,"iCell Neurons","Cell with Significant Growth"
"Expo-L","4",0.1,1.1621539397627,"iCell Neurons","Cell with Significant Growth"
"AC50-H","4",0.1,0,"iCell Neurons","Cell with Significant Growth"
"POD-H","4",0.1,0,"iCell Neurons","Cell with Significant Growth"
"RFD-L","4",0.1,1.08305445695163,"iCell Neurons","Cell with Significant Growth"
"AC50-L","5",0.1,0.632795862488591,"iCell Neurons","Cell with Significant Growth"
"POD-L","5",0.1,0.784910252509887,"iCell Neurons","Cell with Significant Growth"
"RFD-H","5",0.1,0.669303316093703,"iCell Neurons","Cell with Significant Growth"
"Expo-H","5",0.1,0.99178582293885,"iCell Neurons","Cell with Significant Growth"
"Expo-L","5",0.1,0.955278369333739,"iCell Neurons","Cell with Significant Growth"
"AC50-H","5",0.1,0,"iCell Neurons","Cell with Significant Growth"
"POD-H","5",0.1,0,"iCell Neurons","Cell with Significant Growth"
"RFD-L","5",0.1,1.07088530574992,"iCell Neurons","Cell with Significant Growth"
"AC50-L","6",0.1,1.06480073014907,"iCell Neurons","Cell with Significant Growth"
"POD-L","6",0.1,1.04046242774566,"iCell Neurons","Cell with Significant Growth"
"RFD-H","6",0.1,0.99178582293885,"iCell Neurons","Cell with Significant Growth"
"Expo-H","6",0.1,1.01612412534226,"iCell Neurons","Cell with Significant Growth"
"Expo-L","6",0.1,1.08305445695163,"iCell Neurons","Cell with Significant Growth"
"AC50-H","6",0.1,0,"iCell Neurons","Cell with Significant Growth"
"POD-H","6",0.1,0,"iCell Neurons","Cell with Significant Growth"
"RFD-L","6",0.1,1.05263157894737,"iCell Neurons","Cell with Significant Growth"
"AC50-L","1",1,0.715332746995016,"iCell Neurons","Cell with Significant Growth"
"POD-L","1",1,0,"iCell Neurons","Cell with Significant Growth"
