"mixture","Replication","Dilution","Response","celltype","phenotype"
"AC50-L","3",1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-L","3",1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-H","3",1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-H","3",1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-L","3",1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-H","3",1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-H","3",1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-L","3",1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-L","4",1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-L","4",1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-H","4",1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-H","4",1,0.119936328659676,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-L","4",1,0.0997574619081128,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-H","4",1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-H","4",1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-L","4",1,0.0903731966306941,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-L","5",1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-L","5",1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-H","5",1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-H","5",1,0.0798565457129964,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-L","5",1,0.295689153370439,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-H","5",1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-H","5",1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-L","5",1,0.0939925099434888,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-L","6",1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-L","6",1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-H","6",1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-H","6",1,0.123886398871379,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"Expo-L","6",1,0.0857614145685127,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-H","6",1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"POD-H","6",1,0,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"RFD-L","6",1,0.203079566340195,"iCell Cardiomyocytes","Peak Amplitude - 90 min"
"AC50-L","1",0.0001,0.971697987093796,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-L","1",0.0001,0.961783851109535,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-H","1",0.0001,0.978504567290511,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-H","1",0.0001,1.02864059124017,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-L","1",0.0001,0.681596848917967,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-H","1",0.0001,1.00574109231449,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-H","1",0.0001,0.672834355023778,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-L","1",0.0001,0.816789612339713,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-L","2",0.0001,0.813315909484566,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-L","2",0.0001,0.786989056852775,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-H","2",0.0001,0.841361285489158,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-H","2",0.0001,0.761339455467512,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-L","2",0.0001,0.947701271586436,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-H","2",0.0001,1.00772591980094,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-H","2",0.0001,0.643944478270164,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-L","2",0.0001,0.834077192622671,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-L","3",0.0001,0.829221130805563,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-L","3",0.0001,0.800359936323315,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-H","3",0.0001,0.951982375761458,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-H","3",0.0001,0.981438437836722,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-L","3",0.0001,0.695116125260142,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-H","3",0.0001,0.767727722497299,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-H","3",0.0001,0.604635551824234,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-L","3",0.0001,0.755794439780292,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-L","4",0.0001,1.10225612443095,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-L","4",0.0001,1.34475247154818,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-H","4",0.0001,1.15729931435439,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-H","4",0.0001,0.926003919699959,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-L","4",0.0001,1.00079254793457,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-H","4",0.0001,1.7621594618982,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-H","4",0.0001,1.09903315304938,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-L","4",0.0001,1.15562852612385,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-L","5",0.0001,1.12456900140567,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-L","5",0.0001,0.896571967230491,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-H","5",0.0001,1.00223288260407,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-H","5",0.0001,0.880439876490146,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-L","5",0.0001,0.994931185778757,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-H","5",0.0001,1.24855098758711,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-H","5",0.0001,0.793441208969588,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-L","5",0.0001,1.12282859699886,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-L","6",0.0001,1.16607095256473,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-L","6",0.0001,1.17303257019198,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-H","6",0.0001,1.1783233995887,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-H","6",0.0001,0.798021220658064,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-L","6",0.0001,0.942320211013831,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-H","6",0.0001,1.00502553133827,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-H","6",0.0001,0.829109321424284,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-L","6",0.0001,1.14465059047407,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-L","1",0.001,1.67626027351789,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-L","1",0.001,1.9267529256859,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-H","1",0.001,1.96850990776433,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-H","1",0.001,1.83660307937688,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-L","1",0.001,2.01329677795104,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-H","1",0.001,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-H","1",0.001,1.08013384942165,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-L","1",0.001,1.88194471813801,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-L","2",0.001,0.766637458203472,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-L","2",0.001,0.755882455902312,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-H","2",0.001,0.699987041100479,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-H","2",0.001,0.719065045337555,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-L","2",0.001,0.840098709568802,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-H","2",0.001,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-H","2",0.001,0.550500836030965,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-L","2",0.001,0.872616981243896,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-L","3",0.001,1.93955527057887,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-L","3",0.001,1.99716582330139,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-H","3",0.001,1.6736604124662,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-H","3",0.001,0.913959411049092,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-L","3",0.001,0.813390368870581,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-H","3",0.001,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-H","3",0.001,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-L","3",0.001,0.790441560356011,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-L","4",0.001,0.861193051162538,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-L","4",0.001,0.87910897879783,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-H","4",0.001,0.916402029573212,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-H","4",0.001,0.924312958441939,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-L","4",0.001,1.10058017938215,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-H","4",0.001,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-H","4",0.001,0.792342006094737,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-L","4",0.001,1.03980161204517,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-L","5",0.001,0.96845083944342,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-L","5",0.001,1.15134445384495,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-H","5",0.001,0.903111668711745,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-H","5",0.001,0.93274798677636,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-L","5",0.001,1.15214771731023,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-H","5",0.001,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-H","5",0.001,0.770954526508778,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-L","5",0.001,1.19116178264693,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-L","6",0.001,1.01423567140052,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-L","6",0.001,1.08775275425815,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-H","6",0.001,0.867642785222629,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-H","6",0.001,1.15964484414638,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-L","6",0.001,0.898355804125438,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-H","6",0.001,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-H","6",0.001,1.10870206649792,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-L","6",0.001,1.18753594036479,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-L","1",0.1,1.77375505478831,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-L","1",0.1,1.622111981273,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-H","1",0.1,1.84552204650206,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-H","1",0.1,1.74147344931165,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-L","1",0.1,2.08038106580986,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-H","1",0.1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-H","1",0.1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-L","1",0.1,1.93955527057887,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-L","2",0.01,0.72862412963697,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-L","2",0.01,0.690046396631826,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-H","2",0.01,0.719065045337555,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-H","2",0.01,0.82183991658444,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-L","2",0.01,0.84495477138591,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-H","2",0.01,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-H","2",0.01,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-L","2",0.01,0.763539858517996,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-L","3",0.01,2.08985480122782,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-L","3",0.01,1.82486759662873,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-H","3",0.01,2.02917168595631,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-H","3",0.01,0.784808528546771,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-L","3",0.01,0.846120226233281,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-H","3",0.01,0.997046630235373,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-H","3",0.01,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-L","3",0.01,0.821937037939076,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-L","4",0.01,0.814885566015804,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-L","4",0.01,0.779790425671029,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-H","4",0.01,0.94037980037683,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-H","4",0.01,0.875321039774291,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-L","4",0.01,1.29533553428963,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-H","4",0.01,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-H","4",0.01,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-L","4",0.01,1.01123497437545,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-L","5",0.01,1.07324938408534,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-L","5",0.01,1.05816587934232,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-H","5",0.01,0.943625514318941,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-H","5",0.01,0.986229163744692,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-L","5",0.01,1.04735050895081,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-H","5",0.01,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-H","5",0.01,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-L","5",0.01,1.10393206913166,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-L","6",0.01,1.10058017938215,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-L","6",0.01,0.904482896099219,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-H","6",0.01,1.03491904915077,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-H","6",0.01,1.18876582602957,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-L","6",0.01,1.07647235546691,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-H","6",0.01,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-H","6",0.01,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-L","6",0.01,1.00523357962914,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-L","1",0.1,1.77375505478831,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-L","1",0.1,1.622111981273,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-H","1",0.1,1.84552204650206,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-H","1",0.1,1.74147344931165,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-L","1",0.1,2.08038106580986,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-H","1",0.1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-H","1",0.1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-L","1",0.1,1.93955527057887,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-L","2",0.1,0.753682052851827,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-L","2",0.1,0.590127141853258,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-H","2",0.1,0.702058008627702,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-H","2",0.1,0.809748322578163,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-L","2",0.1,0.806180735671761,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-H","2",0.1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-H","2",0.1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-L","2",0.1,0.726909619517681,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-L","3",0.1,1.82486759662873,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-L","3",0.1,3.49107146377612,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-H","3",0.1,1.71699142642675,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-H","3",0.1,0.750337440215092,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-L","3",0.1,0.824365068988456,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-H","3",0.1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-H","3",0.1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-L","3",0.1,0.852499010335669,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-L","4",0.1,0.823017906000438,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-L","4",0.1,0.776488120043064,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-H","4",0.1,0.94464659844583,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-H","4",0.1,0.886787233697572,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-L","4",0.1,1.13621632304446,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-H","4",0.1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-H","4",0.1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-L","4",0.1,1.00653388205623,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-L","5",0.1,1.00212485744294,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-L","5",0.1,0.851505287393873,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-H","5",0.1,0.844772961085601,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-H","5",0.1,0.990522161513551,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-L","5",0.1,1.1613852485532,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-H","5",0.1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-H","5",0.1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-L","5",0.1,1.18862659367703,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-L","6",0.1,0.83658753528575,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-L","6",0.1,3.04106663362067,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-H","6",0.1,0.814605951599562,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-H","6",0.1,1.25415054941003,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-L","6",0.1,0.925895144424533,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-H","6",0.1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-H","6",0.1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-L","6",0.1,1.23104605053511,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-L","1",1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-L","1",1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-H","1",1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-H","1",1,2.11942821822632,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-L","1",1,2.32362562131125,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-H","1",1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-H","1",1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-L","1",1,1.73324055673238,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-L","2",1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-L","2",1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-H","2",1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-H","2",1,1.22296085327724,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-L","2",1,0.985780566616894,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-H","2",1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-H","2",1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-L","2",1,1.06105835526355,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-L","3",1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-L","3",1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-H","3",1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-H","3",1,1.38340634141987,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-L","3",1,1.3574041927957,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-H","3",1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-H","3",1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-L","3",1,1.09780108562745,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-L","4",1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-L","4",1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-H","4",1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-H","4",1,1.20087904070099,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-L","4",1,1.4357507593033,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-H","4",1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-H","4",1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-L","4",1,1.15308485825177,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-L","5",1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-L","5",1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-H","5",1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-H","5",1,1.50902222097548,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-L","5",1,1.26928450081902,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-H","5",1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-H","5",1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-L","5",1,1.32697925080879,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-L","6",1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-L","6",1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-H","6",1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-H","6",1,1.5755239891606,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"Expo-L","6",1,1.38403588535168,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-H","6",1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"POD-H","6",1,0,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"RFD-L","6",1,1.14304406354353,"iCell Cardiomyocytes","Peak Spacing - 15 min"
"AC50-L","1",0.0001,0.995620251911441,"iCell Cardiomyocytes","Peak Spacing - 90 min"
"POD-L","1",0.0001,0.940628545083639,"iCell Cardiomyocytes","Peak Spacing - 90 min"
"RFD-H","1",0.0001,0.944869374635374,"iCell Cardiomyocytes","Peak Spacing - 90 min"
"Expo-H","1",0.0001,1.03701036062308,"iCell Cardiomyocytes","Peak Spacing - 90 min"
"Expo-L","1",0.0001,0.879455596844947,"iCell Cardiomyocytes","Peak Spacing - 90 min"
"AC50-H","1",0.0001,0.727599887021422,"iCell Cardiomyocytes","Peak Spacing - 90 min"
